uf,municipio,ibge,bairro,cep_inicio,cep_fim,qtd_ceps
RJ,Quatis,3304128,Barrinha,27410-266,27420-310,7
RJ,Quatis,3304128,Bela Vista,27430-340,27440-110,5
RJ,Quatis,3304128,Centro,27410-010,27420-320,28
RJ,Quatis,3304128,Falcão,27440-000,27440-970,19
RJ,Quatis,3304128,Jardim Independência,27430-110,27430-420,15
RJ,Quatis,3304128,Jardim Polastri,27420-010,27420-340,12
RJ,Quatis,3304128,Loteamento Bondarovshy,27410-180,27410-390,18
RJ,Quatis,3304128,Mirandópolis,27420-120,27420-210,11
RJ,Quatis,3304128,Nossa Senhora do Rosário,27420-350,27430-330,9
RJ,Quatis,3304128,Pilotos,27420-240,27420-360,8
RJ,Quatis,3304128,Quatis,27410-000,27420-330,49
RJ,Quatis,3304128,Ribeirão de São Joaquim,27450-000,27450-970,18
RJ,Quatis,3304128,Santa Bárbara,27430-700,27430-710,3
RJ,Quatis,3304128,São Benedito,27430-010,27430-160,9
RJ,Quatis,3304128,São Francisco de Assis,27430-030,27430-380,3
RJ,Quatis,3304128,Vila Santo Antônio,27430-180,27430-430,6
RJ,Queimados,3304144,Albuquerque,26353-000,26353-000,1
RJ,Queimados,3304144,Aliança,26323-110,26330-000,19
RJ,Queimados,3304144,Área Rural de Queimados,26399-899,26399-899,1
RJ,Queimados,3304144,Arruda Negreiros,26335-120,26335-320,6
RJ,Queimados,3304144,Austin,26325-390,26395-350,341
RJ,Queimados,3304144,Belmonte,26313-480,26321-390,49
RJ,Queimados,3304144,Bertioga,26349-220,26349-460,8
RJ,Queimados,3304144,Boa Esperança,26380-060,26395-080,18
RJ,Queimados,3304144,Bom Jesus,26357-300,26371-520,41
RJ,Queimados,3304144,Bruno Lecini,26350-000,26350-080,3
RJ,Queimados,3304144,Cabuçu,26353-260,26360-410,21
RJ,Queimados,3304144,Cacuia,26340-400,26397-530,15
RJ,Queimados,3304144,Campo Alegre,26373-080,26375-440,65
RJ,Queimados,3304144,Carlos Sampaio,26380-210,26380-210,1
RJ,Queimados,3304144,Centro,26310-100,26385-110,82
RJ,Queimados,3304144,Cidade Jardim Cabuçu,26379-000,26379-350,77
RJ,Queimados,3304144,Civilização,26341-090,26377-090,15
RJ,Queimados,3304144,Coimbra,26379-330,26379-330,1
RJ,Queimados,3304144,Coqueiros,26373-520,26373-520,1
RJ,Queimados,3304144,Distrito Industrial,26373-270,26373-395,13
RJ,Queimados,3304144,Do Carmo,26381-297,26385-015,90
RJ,Queimados,3304144,Dois Irmãos,26397-240,26397-290,4
RJ,Queimados,3304144,Esperança,26340-250,26340-250,10
RJ,Queimados,3304144,Fabio Gimenes,26343-070,26350-520,7
RJ,Queimados,3304144,Fanchem,26383-340,26385-030,51
RJ,Queimados,3304144,Fazenda Cabucu,26357-030,26359-210,2
RJ,Queimados,3304144,Fazenda do Tingui,26370-020,26371-480,7
RJ,Queimados,3304144,Flesmam,26323-410,26327-450,12
RJ,Queimados,3304144,Fluminense,26387-260,26387-280,12
RJ,Queimados,3304144,Granja Monica,26349-110,26349-110,1
RJ,Queimados,3304144,Granja Napoleão,26360-430,26360-450,3
RJ,Queimados,3304144,Granja Rancho Alegre,26341-080,26347-280,6
RJ,Queimados,3304144,Granja Rosalina,26317-280,26321-170,11
RJ,Queimados,3304144,Guandu,26373-000,26373-000,1
RJ,Queimados,3304144,Guarani,26313-360,26313-360,1
RJ,Queimados,3304144,Inconfidência,26327-330,26327-430,4
RJ,Queimados,3304144,Jardim Aimorés,26343-000,26347-480,19
RJ,Queimados,3304144,Jardim Alzira,26313-160,26317-205,17
RJ,Queimados,3304144,Jardim Antônio Seixas,26333-520,26335-100,2
RJ,Queimados,3304144,Jardim Campo Alegre,26315-060,26321-255,23
RJ,Queimados,3304144,Jardim Capuacu,26351-010,26351-530,11
RJ,Queimados,3304144,Jardim Ceci,26343-300,26350-100,3
RJ,Queimados,3304144,Jardim Continental,26363-140,26367-460,15
RJ,Queimados,3304144,Jardim Europa,26360-490,26361-350,11
RJ,Queimados,3304144,Jardim Excelcior,26330-280,26330-280,8
RJ,Queimados,3304144,Jardim Faturista,26349-190,26349-490,4
RJ,Queimados,3304144,Jardim Guanabara,26321-005,26321-460,9
RJ,Queimados,3304144,Jardim Guandu,26359-390,26367-040,18
RJ,Queimados,3304144,Jardim Himalaia,26379-190,26379-190,1
RJ,Queimados,3304144,Jardim Laranjeiras,26351-050,26355-010,37
RJ,Queimados,3304144,Jardim Magnólia,26313-010,26313-423,3
RJ,Queimados,3304144,Jardim Mirassol,26347-000,26350-430,8
RJ,Queimados,3304144,Jardim Palmares,26349-530,26349-560,4
RJ,Queimados,3304144,Jardim Palmira,26347-230,26349-390,2
RJ,Queimados,3304144,Jardim Paqueta,26345-150,26350-510,8
RJ,Queimados,3304144,Jardim Paraíso,26360-200,26369-010,15
RJ,Queimados,3304144,Jardim Passa Vinte,26379-180,26379-180,1
RJ,Queimados,3304144,Jardim Queimados,26311-070,26321-520,19
RJ,Queimados,3304144,Jardim Riachão,26341-110,26350-420,10
RJ,Queimados,3304144,Jardim São Silvestre,26311-470,26311-470,4
RJ,Queimados,3304144,Jardim Tropical,26335-160,26335-160,1
RJ,Queimados,3304144,Jardim Vista Alegre,26317-390,26397-395,31
RJ,Queimados,3304144,Lagoinha,26361-060,26361-340,15
RJ,Queimados,3304144,Lili,26379-030,26379-040,2
RJ,Queimados,3304144,Linda Vista,26337-350,26337-360,2
RJ,Queimados,3304144,Lucie Danon,26341-050,26345-110,19
RJ,Queimados,3304144,Luiz de Camões,26381-781,26382-229,64
RJ,Queimados,3304144,Marajoara,26318-000,26318-040,2
RJ,Queimados,3304144,Marapicu,26359-250,26360-160,8
RJ,Queimados,3304144,Meu Ranchinho,26379-160,26379-280,14
RJ,Queimados,3304144,Morro Agudo,26349-290,26390-410,2
RJ,Queimados,3304144,Nossa Senhora de Fátima,26311-430,26313-390,9
RJ,Queimados,3304144,Nova Atlantica,26341-060,26347-420,26
RJ,Queimados,3304144,Pacaembu,26350-220,26350-220,1
RJ,Queimados,3304144,Palhada,26343-080,26350-290,19
RJ,Queimados,3304144,Paraíso,26330-090,26393-370,60
RJ,Queimados,3304144,Parque Bandeiras,26371-160,26371-160,1
RJ,Queimados,3304144,Parque Boa Ventura,26365-350,26369-000,10
RJ,Queimados,3304144,Parque Central,26331-240,26333-300,23
RJ,Queimados,3304144,Parque Coqueiros,26355-150,26379-320,13
RJ,Queimados,3304144,Parque da Conceição,26395-450,26395-490,4
RJ,Queimados,3304144,Parque Eldorado,26313-150,26317-260,7
RJ,Queimados,3304144,Parque Farias,26323-020,26323-280,21
RJ,Queimados,3304144,Parque Grande Rio,26335-300,26335-300,1
RJ,Queimados,3304144,Parque Imperial,26357-050,26359-200,19
RJ,Queimados,3304144,Parque Ipanema,26317-310,26321-540,36
RJ,Queimados,3304144,Parque Ipiranga,26359-230,26360-150,20
RJ,Queimados,3304144,Parque Laranjal,26337-390,26337-390,1
RJ,Queimados,3304144,Parque Luzitana,26311-480,26317-170,2
RJ,Queimados,3304144,Parque Marau,26331-320,26333-240,2
RJ,Queimados,3304144,Parque Palmeiras,26345-420,26347-180,23
RJ,Queimados,3304144,Parque Pauliceia,26360-040,26367-500,15
RJ,Queimados,3304144,Parque Peraflor,26370-400,26371-390,10
RJ,Queimados,3304144,Parque Presidente Dutra,26331-110,26340-410,11
RJ,Queimados,3304144,Parque Rodilandia,26335-340,26340-390,6
RJ,Queimados,3304144,Parque Rodilvania,26353-010,26357-020,11
RJ,Queimados,3304144,Parque Santa Eugenia,26313-180,26313-330,4
RJ,Queimados,3304144,Parque Santiago,26361-490,26379-340,21
RJ,Queimados,3304144,Parque São Carlos,26360-170,26363-190,19
RJ,Queimados,3304144,Parque São José,26361-370,26363-360,23
RJ,Queimados,3304144,Parque São Marcelo,26351-130,26351-230,10
RJ,Queimados,3304144,Parque São Tiago,26395-500,26397-220,9
RJ,Queimados,3304144,Parque Todos os Santos,26365-090,26367-310,16
RJ,Queimados,3304144,Parque Tupiara,26345-410,26350-130,4
RJ,Queimados,3304144,Parque Valdairosa,26311-510,26313-450,11
RJ,Queimados,3304144,Pedreira,26385-500,26387-150,9
RJ,Queimados,3304144,Penápolis,26321-440,26321-450,3
RJ,Queimados,3304144,Piabas,26315-080,26320-180,33
RJ,Queimados,3304144,Ponte Preta,26310-270,26311-500,28
RJ,Queimados,3304144,Prados Verdes,26367-440,26371-500,41
RJ,Queimados,3304144,Primavera,26380-453,26380-453,2
RJ,Queimados,3304144,Prq,26321-550,26321-590,5
RJ,Queimados,3304144,Quarto Centenário,26340-450,26340-450,1
RJ,Queimados,3304144,Queimados,26310-260,26387-460,179
RJ,Queimados,3304144,Rancho Alegre,26367-100,26367-240,6
RJ,Queimados,3304144,Recreio dos Laranjais,26360-090,26360-500,5
RJ,Queimados,3304144,Riachão,26330-290,26330-424,15
RJ,Queimados,3304144,Rodoviário,26323-130,26330-180,16
RJ,Queimados,3304144,Roncador,26381-706,26381-777,18
RJ,Queimados,3304144,Santa Clara do Guandu,26369-300,26373-020,15
RJ,Queimados,3304144,Santa Isabel,26349-370,26349-430,2
RJ,Queimados,3304144,Santa Rosa,26317-182,26317-189,9
RJ,Queimados,3304144,Santo Antônio,26373-180,26375-120,7
RJ,Queimados,3304144,Santo Expedito,26373-120,26375-459,27
RJ,Queimados,3304144,São Carlos,26341-220,26350-090,10
RJ,Queimados,3304144,São Cristóvão,26313-020,26330-050,32
RJ,Queimados,3304144,São Francisco,26369-020,26371-080,69
RJ,Queimados,3304144,São Humberto,26380-320,26380-320,1
RJ,Queimados,3304144,São Manuel,26315-090,26320-100,6
RJ,Queimados,3304144,São Roque,26310-000,26313-300,28
RJ,Queimados,3304144,Sao Sebastiao,26385-000,26385-000,1
RJ,Queimados,3304144,São Simão,26380-230,26380-270,3
RJ,Queimados,3304144,Sarapó,26343-290,26343-290,1
RJ,Queimados,3304144,Siag,26327-290,26327-290,1
RJ,Queimados,3304144,Sion,26313-280,26313-280,1
RJ,Queimados,3304144,Sitio Bela Esperança,26335-000,26335-170,2
RJ,Queimados,3304144,Sitio Floresta,26357-160,26357-190,4
RJ,Queimados,3304144,Tinguá,26383-120,26385-490,5
RJ,Queimados,3304144,Três Fontes,26382-500,26382-596,46
RJ,Queimados,3304144,Turistico Serra de Madureira,26369-040,26369-040,1
RJ,Queimados,3304144,Valdariosa,26311-140,26311-290,18
RJ,Queimados,3304144,Vale do Sol,26355-000,26355-030,3
RJ,Queimados,3304144,Varges,26331-330,26340-430,4
RJ,Queimados,3304144,Vila Aida,26331-310,26331-310,1
RJ,Queimados,3304144,Vila Alto Lindo,26333-430,26333-480,3
RJ,Queimados,3304144,Vila Amélia,26317-130,26317-160,5
RJ,Queimados,3304144,Vila Americana,26375-460,26377-378,27
RJ,Queimados,3304144,Vila Apolo,26367-110,26367-260,6
RJ,Queimados,3304144,Vila Aurora,26331-120,26333-290,7
RJ,Queimados,3304144,Vila Avante,26330-500,26343-200,33
RJ,Queimados,3304144,Vila Belga,26360-460,26361-100,3
RJ,Queimados,3304144,Vila Bonanza,26353-150,26353-270,4
RJ,Queimados,3304144,Vila Caiçaras,26335-370,26340-470,8
RJ,Queimados,3304144,Vila Camarim,26381-000,26383-577,29
RJ,Queimados,3304144,Vila Central,26316-100,26316-188,37
RJ,Queimados,3304144,Vila Coqueiros,26363-420,26365-000,8
RJ,Queimados,3304144,Vila das Mangueiras,26380-140,26387-200,7
RJ,Queimados,3304144,Vila das Porteiras,26380-190,26380-420,4
RJ,Queimados,3304144,Vila do Tinguá,26383-130,26385-440,47
RJ,Queimados,3304144,Vila Dona Branca,26313-380,26321-330,6
RJ,Queimados,3304144,Vila Eros,26361-300,26361-300,1
RJ,Queimados,3304144,Vila Floriano,26331-100,26333-170,5
RJ,Queimados,3304144,Vila Gomes,26395-200,26395-290,10
RJ,Queimados,3304144,Vila Gratidão,26393-180,26393-480,2
RJ,Queimados,3304144,Vila João Correia,26359-220,26360-140,7
RJ,Queimados,3304144,Vila Josefina,26335-500,26335-520,3
RJ,Queimados,3304144,Vila Jurema,26393-400,26393-440,3
RJ,Queimados,3304144,Vila Leonora,26333-130,26333-260,3
RJ,Queimados,3304144,Vila Lina,26347-520,26349-070,7
RJ,Queimados,3304144,Vila Marica,26390-100,26390-100,1
RJ,Queimados,3304144,Vila Marileia,26331-160,26335-330,14
RJ,Queimados,3304144,Vila Marina,26343-400,26350-500,29
RJ,Queimados,3304144,Vila Martins,26349-100,26350-210,4
RJ,Queimados,3304144,Vila Nanci,26313-470,26315-310,13
RJ,Queimados,3304144,Vila Nascente,26310-150,26327-230,16
RJ,Queimados,3304144,Vila Olimpio Alves,26393-410,26393-470,5
RJ,Queimados,3304144,Vila Pacaembu,26323-060,26330-260,38
RJ,Queimados,3304144,Vila Paula Zander,26360-070,26360-070,1
RJ,Queimados,3304144,Vila Quita,26337-330,26337-330,1
RJ,Queimados,3304144,Vila Resende,26333-180,26340-520,6
RJ,Queimados,3304144,Vila Santa Catarina,26327-030,26327-070,8
RJ,Queimados,3304144,Vila Santa Luzia,26333-110,26333-160,3
RJ,Queimados,3304144,Vila Santa Maria,26317-290,26317-290,1
RJ,Queimados,3304144,Vila Santo Antônio,26357-450,26359-330,11
RJ,Queimados,3304144,Vila São Francisco,26385-230,26385-330,8
RJ,Queimados,3304144,Vila São João,26376-050,26379-152,43
RJ,Queimados,3304144,Vila São Joaquim,26331-300,26359-260,9
RJ,Queimados,3304144,Vila São Jorge,26361-200,26361-380,10
RJ,Queimados,3304144,Vila São José,26397-080,26397-080,1
RJ,Queimados,3304144,Vila São Michel,26365-250,26365-520,11
RJ,Queimados,3304144,Vila Scintila,26317-450,26321-410,24
RJ,Queimados,3304144,Vila Tarumã,26317-180,26320-080,3
RJ,Queimados,3304144,Vila Valverde,26350-230,26353-510,35
RJ,Queimados,3304144,Vila Vista Alegre de Austin,26340-160,26341-040,9
RJ,Queimados,3304144,Vila Zenith,26387-350,26387-350,1
RJ,Queimados,3304144,Vilar Grande,26397-480,26397-480,10
RJ,Queimados,3304144,Vista Alegre,26311-300,26320-160,24
RJ,Quissamã,3304151,Barra do Furado,28735-971,28735-971,1
RJ,Quissamã,3304151,Centro,28735-959,28735-970,2
RJ,Quissamã,3304151,Penha,28735-973,28735-973,1
RJ,Quissamã,3304151,Santa Catarina,28735-972,28735-972,1
RJ,Resende,3304201,Alambari,27534-060,27534-120,7
RJ,Resende,3304201,Alegria,27524-000,27524-340,22
RJ,Resende,3304201,Alto dos Passos,27514-204,27514-208,3
RJ,Resende,3304201,Alvorada,27521-150,27521-160,2
RJ,Resende,3304201,Área Rural de Resende,27549-899,27549-899,1
RJ,Resende,3304201,Barbosa Lima,27511-600,27511-670,8
RJ,Resende,3304201,Bela Vista,27524-700,27524-770,33
RJ,Resende,3304201,Boa Vista I,27521-650,27521-730,9
RJ,Resende,3304201,Boa Vista II,27521-400,27521-565,19
RJ,Resende,3304201,Bulhões,27512-800,27512-806,4
RJ,Resende,3304201,Cabral,27534-000,27535-310,31
RJ,Resende,3304201,Campo Belo,27537-260,27537-284,14
RJ,Resende,3304201,Campos Elíseos,27541-200,27542-970,30
RJ,Resende,3304201,Campos Elisios,27542-191,27542-191,1
RJ,Resende,3304201,Casa da Lua,27523-160,27523-320,14
RJ,Resende,3304201,Castelo Branco,27536-271,27536-370,12
RJ,Resende,3304201,Centro,27511-000,27560-970,67
RJ,Resende,3304201,Cidade Alegria,27525-000,27525-350,74
RJ,Resende,3304201,Cidade Alegria II,27525-320,27525-325,2
RJ,Resende,3304201,Cidade Da Alegria,27525-050,27525-161,9
RJ,Resende,3304201,Comercial,27510-020,27542-959,16
RJ,Resende,3304201,Elite,27522-140,27522-225,11
RJ,Resende,3304201,Eucaliptal,27514-060,27516-080,10
RJ,Resende,3304201,Fazenda Castelo,27535-320,27535-321,2
RJ,Resende,3304201,Fazenda da Barra,27540-010,27540-210,21
RJ,Resende,3304201,Fazenda da Barra 2,27540-030,27540-285,14
RJ,Resende,3304201,Fazenda da Barra 3,27537-220,27537-250,4
RJ,Resende,3304201,Fazenda Penedo,27530-000,27530-440,47
RJ,Resende,3304201,Guararapes,27533-000,27533-280,15
RJ,Resende,3304201,Independência,27533-010,27534-970,14
RJ,Resende,3304201,Itapuca,27524-040,27524-350,34
RJ,Resende,3304201,Jardim Alegria,27525-380,27525-398,10
RJ,Resende,3304201,Jardim Aliança,27525-580,27525-598,10
RJ,Resende,3304201,Jardim Aliança II,27525-820,27525-850,23
RJ,Resende,3304201,Jardim Beira Rio,27525-700,27525-780,9
RJ,Resende,3304201,Jardim Brasília,27511-410,27515-200,27
RJ,Resende,3304201,Jardim Brasília 2,27515-030,27516-230,14
RJ,Resende,3304201,Jardim das Rosas,27532-000,27532-050,6
RJ,Resende,3304201,Jardim do Sol,27540-400,27540-470,8
RJ,Resende,3304201,Jardim DOeste,27525-640,27525-656,9
RJ,Resende,3304201,Jardim Esperança,27540-650,27540-664,8
RJ,Resende,3304201,Jardim Jalisco,27510-000,27510-275,13
RJ,Resende,3304201,Jardim Martinelli,27531-000,27531-390,39
RJ,Resende,3304201,Jardim Primavera I,27525-400,27525-472,8
RJ,Resende,3304201,Jardim Primavera II,27525-474,27525-486,7
RJ,Resende,3304201,Jardim Primavera III,27525-410,27525-562,7
RJ,Resende,3304201,Jardim Tropical,27541-220,27541-290,8
RJ,Resende,3304201,Lava-pés,27511-010,27513-310,15
RJ,Resende,3304201,Liberdade,27521-131,27521-350,24
RJ,Resende,3304201,Manejo,27520-000,27521-210,17
RJ,Resende,3304201,Mirante das Agulhas,27524-500,27524-592,21
RJ,Resende,3304201,Mirante de Serra,27521-570,27521-620,10
RJ,Resende,3304201,Monet,27541-400,27541-480,9
RJ,Resende,3304201,Monte Castelo,27533-080,27533-360,17
RJ,Resende,3304201,Montese,27541-010,27541-350,24
RJ,Resende,3304201,Morada da Barra,27540-290,27540-640,37
RJ,Resende,3304201,Morada da Colina,27523-000,27523-358,40
RJ,Resende,3304201,Morada da Felicidade,27524-302,27524-308,4
RJ,Resende,3304201,Morada da Montanha,27525-600,27525-632,17
RJ,Resende,3304201,Morada das Garças,27513-380,27513-406,14
RJ,Resende,3304201,Morada do Bosque,27524-600,27524-606,4
RJ,Resende,3304201,Morada do Castelo,27541-510,27541-550,6
RJ,Resende,3304201,Morada do Contorno,27525-660,27525-686,14
RJ,Resende,3304201,Nova Alegria,27525-352,27525-372,11
RJ,Resende,3304201,Nova Liberdade,27510-050,27510-220,15
RJ,Resende,3304201,Nova Resende,27521-750,27521-760,6
RJ,Resende,3304201,Novo Surubi,27512-030,27512-200,21
RJ,Resende,3304201,Paraíso,27513-010,27541-000,69
RJ,Resende,3304201,Parque Embaixador,27537-000,27540-002,13
RJ,Resende,3304201,Parque Ipiranga,27516-090,27516-380,28
RJ,Resende,3304201,Parque Ipiranga II,27516-400,27516-422,12
RJ,Resende,3304201,Pólo Industrial,27537-800,27537-803,2
RJ,Resende,3304201,Residências do Campo,27521-645,27521-645,1
RJ,Resende,3304201,Residências do Vale,27521-625,27521-643,11
RJ,Resende,3304201,Santa Isabel,27522-000,27522-270,18
RJ,Resende,3304201,Santo Amaro,27513-000,27513-370,23
RJ,Resende,3304201,São Caetano,27532-200,27532-348,29
RJ,Resende,3304201,Surubi,27512-000,27512-180,8
RJ,Resende,3304201,Terras Alpha,27516-385,27516-399,15
RJ,Resende,3304201,Terras Alphaville 2,27516-451,27516-465,15
RJ,Resende,3304201,Toyota I,27525-500,27525-514,8
RJ,Resende,3304201,Toyota II,27525-520,27525-526,4
RJ,Resende,3304201,Vale dos Reis,27532-060,27532-190,14
RJ,Resende,3304201,Vicentino,27513-180,27513-365,24
RJ,Resende,3304201,Vila Adelaide,27522-230,27522-230,1
RJ,Resende,3304201,Vila Central,27514-120,27514-126,4
RJ,Resende,3304201,Vila Hulda Rocha,27522-090,27522-280,6
RJ,Resende,3304201,Vila Isabel,27525-540,27525-556,9
RJ,Resende,3304201,Vila Julieta,27520-181,27521-130,63
RJ,Resende,3304201,Vila Moderna,27514-000,27514-310,17
RJ,Resende,3304201,Vila Nossa Senhora de Fátima,27537-110,27537-210,11
RJ,Resende,3304201,Vila Santa Cecília,27520-060,27520-310,12
RJ,Resende,3304201,Vila Verde,27512-210,27512-280,9
RJ,Rio Bonito,3304300,Bazílio,28800-971,28800-971,1
RJ,Rio Bonito,3304300,Centro,28800-959,28810-970,4
RJ,Rio Claro,3304409,Centro,27460-959,27475-970,6
RJ,Rio Claro,3304409,Fazenda da Grama,27460-971,27460-971,1
RJ,Rio das Flores,3304508,Abarracamento,27670-970,27670-970,1
RJ,Rio das Flores,3304508,Centro,27660-959,27690-970,4
RJ,Rio das Flores,3304508,Comércio,27665-970,27665-970,1
RJ,Rio das Flores,3304508,Formoso,27660-971,27660-971,1
RJ,Rio das Flores,3304508,Três Ilhas,27690-971,27690-971,1
RJ,Rio das Ostras,3304524,Alphaville,28898-330,28898-480,76
RJ,Rio das Ostras,3304524,Área Rural de Rio das Ostras,28899-899,28899-899,1
RJ,Rio das Ostras,3304524,Atlântica,28895-640,28895-679,23
RJ,Rio das Ostras,3304524,Balneário das Garças,28898-260,28898-320,16
RJ,Rio das Ostras,3304524,Balneário Remanso,28893-090,28893-970,25
RJ,Rio das Ostras,3304524,Boca da Barra,28893-000,28893-020,6
RJ,Rio das Ostras,3304524,Bosque Beira Rio,28895-000,28895-012,7
RJ,Rio das Ostras,3304524,Bosque da Areia,28897-360,28897-370,9
RJ,Rio das Ostras,3304524,Bosque da Praia,28893-150,28893-160,6
RJ,Rio das Ostras,3304524,Cantagalo,28899-850,28899-970,12
RJ,Rio das Ostras,3304524,Cantinho do Mar,28890-660,28890-681,8
RJ,Rio das Ostras,3304524,Casa Grande,28894-010,28894-034,13
RJ,Rio das Ostras,3304524,Centro,28893-030,28893-080,26
RJ,Rio das Ostras,3304524,Chácara Mariléa,28896-095,28896-232,50
RJ,Rio das Ostras,3304524,Cidade Beira Mar,28890-140,28890-257,60
RJ,Rio das Ostras,3304524,Cidade Praiana,28890-040,28890-135,62
RJ,Rio das Ostras,3304524,Colinas,28895-020,28895-048,16
RJ,Rio das Ostras,3304524,Condomínio Porto Seguro,28896-240,28896-250,6
RJ,Rio das Ostras,3304524,Costazul,28895-050,28895-314,73
RJ,Rio das Ostras,3304524,Enseada das Gaivotas,28897-160,28897-198,21
RJ,Rio das Ostras,3304524,Extensão do Bosque,28893-250,28893-337,33
RJ,Rio das Ostras,3304524,Extensão Novo Rio das Ostras,28893-860,28894-002,15
RJ,Rio das Ostras,3304524,Fazenda Palmeiras,28891-310,28891-350,5
RJ,Rio das Ostras,3304524,Floresta das Gaivotas,28897-310,28897-331,8
RJ,Rio das Ostras,3304524,Gelson Apicelo,28894-270,28894-318,23
RJ,Rio das Ostras,3304524,Jardim Bela Vista,28895-490,28895-562,25
RJ,Rio das Ostras,3304524,Jardim Campomar,28890-260,28890-419,55
RJ,Rio das Ostras,3304524,Jardim Mariléa,28895-880,28896-970,40
RJ,Rio das Ostras,3304524,Jardim Miramar,28890-001,28890-033,18
RJ,Rio das Ostras,3304524,Jardim Patrícia,28891-360,28891-388,8
RJ,Rio das Ostras,3304524,Liberdade,28893-630,28893-786,56
RJ,Rio das Ostras,3304524,Loteamento Extensão do Serramar,28890-820,28891-008,45
RJ,Rio das Ostras,3304524,Mar do Norte,28898-000,28898-971,85
RJ,Rio das Ostras,3304524,Mar Y Lago,28897-000,28897-016,10
RJ,Rio das Ostras,3304524,Maria Turri,28891-200,28891-232,17
RJ,Rio das Ostras,3304524,Nova Aliança,28893-190,28893-247,20
RJ,Rio das Ostras,3304524,Nova Cidade,28894-330,28894-664,82
RJ,Rio das Ostras,3304524,Nova Esperança,28893-480,28893-591,38
RJ,Rio das Ostras,3304524,Novo Rio das Ostras,28893-380,28893-477,37
RJ,Rio das Ostras,3304524,Operário,28893-340,28893-370,11
RJ,Rio das Ostras,3304524,Ouro Verde,28895-400,28895-484,30
RJ,Rio das Ostras,3304524,Palmital,28891-010,28891-105,21
RJ,Rio das Ostras,3304524,Parque São Jorge,28893-600,28893-624,7
RJ,Rio das Ostras,3304524,Parque Zabulão,28893-800,28893-857,21
RJ,Rio das Ostras,3304524,Peroba,28894-060,28894-081,9
RJ,Rio das Ostras,3304524,Praia Mar,28897-340,28897-354,8
RJ,Rio das Ostras,3304524,Recanto,28890-480,28890-651,62
RJ,Rio das Ostras,3304524,Recreio,28895-320,28895-389,25
RJ,Rio das Ostras,3304524,Reduto da Paz,28897-060,28897-078,10
RJ,Rio das Ostras,3304524,Residencial Camping do Bosque,28894-040,28894-052,9
RJ,Rio das Ostras,3304524,Residencial Praia Âncora,28899-260,28899-564,118
RJ,Rio das Ostras,3304524,Residencial Rio das Ostras,28890-720,28890-739,8
RJ,Rio das Ostras,3304524,Rocha Leão,28892-240,28892-970,18
RJ,Rio das Ostras,3304524,São Cristóvão,28894-140,28894-175,10
RJ,Rio das Ostras,3304524,Serramar,28890-770,28890-809,15
RJ,Rio das Ostras,3304524,Sobradinho Cerveja,28893-170,28893-179,4
RJ,Rio das Ostras,3304524,Terra Firme,28897-020,28897-050,18
RJ,Rio das Ostras,3304524,Terras do Contorno,28896-893,28896-899,7
RJ,Rio das Ostras,3304524,Verdes Mares,28897-080,28897-106,15
RJ,Rio das Ostras,3304524,Vila Real,28890-750,28890-760,6
RJ,Rio das Ostras,3304524,Village Rio das Ostras,28895-600,28895-638,20
RJ,Rio das Ostras,3304524,Village Sol e Mar,28893-790,28893-798,5
RJ,Rio das Ostras,3304524,Viverde I,28894-730,28894-744,15
RJ,Rio das Ostras,3304524,Viverde II,28894-760,28894-767,8
RJ,Rio das Ostras,3304524,Viverde III,28894-780,28894-797,18
RJ,Rio das Ostras,3304524,Zona Zen,28899-000,28899-016,9
RJ,Rio de Janeiro,3304557,Abolição,20750-000,20756-000,32
RJ,Rio de Janeiro,3304557,Acari,21530-014,21531-730,113
RJ,Rio de Janeiro,3304557,Água Santa,20740-590,20745-312,16
